experiment_name,kappa,seed,arm,arm_dir,run_id,model_type,eta_mode,eta_requested,eta,rule_vol_a,n_steps,sharpe_net_lin,cagr,maxdd,avg_turnover_exec,avg_turnover_target,tracking_error_l2_mean,misalignment_gap_mean,collapse_flag_any,collapse_count,trace_path
final_eta,0.0,2,eta_sweep,eta_0.2,20260324T072851Z_95b3729b_seed2_prl_2236,prl,fixed,0.2,0.19999999999999998,,222,1.2216325309957445,0.13537296599929305,-0.06343731636961036,0.004987076609084558,0.024935383114728843,0.0047717957987812734,-4.196770822909632e-06,False,0,outputs/paper_rebuild_20260324T065755Z/final_eta/kappa_0/eta_0.2/seed_2/trace.parquet
