kappa,selected_eta,n_seeds,median_sharpe_net_lin,iqr_sharpe_net_lin,median_cagr,iqr_cagr,median_maxdd,median_turnover_exec,median_turnover_target,median_turnover_ratio_target_over_exec,median_tracking_error_l2,median_mean_abs_return_gap,median_final_equity_gap,median_max_abs_daily_gap,median_return_gap_std
0.0,0.2,10,1.2153824968943274,0.060890381416891515,0.1350077566166705,0.006397419922456737,-0.06397440027058965,0.0049858634851164645,0.024929317368848902,4.999999974265528,0.004738764071915271,4.991651163748336e-05,0.0007887900236484002,0.00032481779811952016,7.194499266240152e-05
0.0005,0.2,10,1.209668743466904,0.061831938081328586,0.13434576279880825,0.0065404894516864764,-0.0640099850890006,0.0049858634851164645,0.024929317368848902,4.999999974265528,0.004738764071915271,5.066262978975204e-05,0.002650476871167262,0.00033065241776170887,7.221973502632345e-05
0.001,0.2,10,1.2043287935742208,0.06296064451215044,0.13368415558511135,0.006683363367383843,-0.06404556863386784,0.0049858634851164645,0.024929317368848902,4.999999974265528,0.004738764071915271,5.262619740855318e-05,0.005176270579322906,0.0003456796329737123,7.2850573928028e-05
