run_id,model_type,seed,regime,period,total_reward,avg_reward,cumulative_return,avg_turnover,total_turnover,sharpe,max_drawdown,steps,avg_turnover_exec,total_turnover_exec,avg_turnover_target,total_turnover_target,mean_daily_return_gross,std_daily_return_gross,cumulative_return_net_exp,sharpe_net_exp,max_drawdown_net_exp,mean_daily_net_return_exp,std_daily_net_return_exp,cumulative_return_net_lin,sharpe_net_lin,max_drawdown_net_lin,mean_daily_net_return_lin,std_daily_net_return_lin,eval_id,eval_window
20260216T075154Z_072d047d_seed0_prl_2ed8,prl_sac,0,high,test,0.1243066698370967,0.0007579674990066872,0.29559403413125174,1.64222714969619,269.32525255017515,1.6662915091095918,-0.19849213656868192,164,1.64222714969619,269.32525255017515,,,0.0017113281600300574,0.016303565246446283,0.1323630878253379,0.8666411569786776,-0.22207454206389776,0.0008890623898867313,0.016285203845117485,0.13253785249082606,0.8670632876423056,-0.2222274397165679,0.0008902145851819627,0.01629837018433864,20260216T075154Z_072d047d_seed0_prl_2ed8,W1
20260216T075154Z_072d047d_seed0_prl_2ed8,prl_sac,0,low,test,0.09373529805452563,0.0005715566954544246,0.25875455448674334,1.6632620464549401,272.7749756186102,2.8237411065038773,-0.04234676212677557,164,1.6632620464549401,272.7749756186102,,,0.001436722334714402,0.008076965679221391,0.0982689906887051,1.1878722808755344,-0.0684094723043841,0.0006042844129447959,0.008075546353987755,0.09840469337721625,1.188489418985405,-0.06844721993980085,0.0006050913114869316,0.00808213066994079,20260216T075154Z_072d047d_seed0_prl_2ed8,W1
20260216T075154Z_072d047d_seed0_prl_2ed8,prl_sac,0,mid,test,0.0598982757514932,0.00036747408436498897,0.21764625091026968,1.6812444477695165,274.0428449864312,1.8088004077089024,-0.0932754066853636,163,1.6812444477695165,274.0428449864312,,,0.0012707477537636082,0.01115241633479394,0.06172853163925085,0.6120432150565892,-0.10981157981172229,0.0004293262259690255,0.011135394337737458,0.06184877270483047,0.612664770639233,-0.10988078581876937,0.0004301255298788505,0.011144807788559141,20260216T075154Z_072d047d_seed0_prl_2ed8,W1
20260216T075154Z_072d047d_seed0_prl_2ed8,prl_sac,0,all,test,0.27794024364311554,0.0005660697426540032,0.9857799911581238,1.662205851639952,816.1430731552165,1.897719829020131,-0.19733998593525626,491,1.662205851639952,816.1430731552165,,,0.0014733445315714046,0.012324590278642881,0.32040729131095413,0.8269456282966261,-0.2253101893249344,0.0006413218951065614,0.012311171521308124,0.32092383147414205,0.827453452241687,-0.2254642599444655,0.0006422416057514283,0.012321260362141227,20260216T075154Z_072d047d_seed0_prl_2ed8,W1
20260216T075948Z_072d047d_seed1_prl_b976,prl_sac,1,high,test,-0.06401223045213555,-0.0003903184783666802,-0.006224643716723044,0.7044893684824636,115.53625643112403,0.07595111394827367,-0.22238371716104244,164,0.7044893684824636,115.53625643112403,,,7.049121430504714e-05,0.014733336719179424,-0.0620064682587419,-0.3035818008522759,-0.23047855971362274,-0.000281690704829758,0.01472980691581111,-0.06202803321889949,-0.30354091637086733,-0.2305478523470499,-0.00028175346993618484,0.01473507337448766,20260216T075948Z_072d047d_seed1_prl_b976,W1
20260216T075948Z_072d047d_seed1_prl_b976,prl_sac,1,low,test,0.0962017752040083,0.0005865961902683433,0.15893564122255377,0.6256129338041526,102.60052114388102,1.801508342352013,-0.06473859332809606,164,0.6256129338041526,102.60052114388102,,,0.0009337432219429496,0.008227946423255063,0.10098118949673651,1.1989553979040428,-0.07792005932050061,0.0006206267701005729,0.008217273604402043,0.10103334764735772,1.1991837299102948,-0.07794209044355671,0.0006209367550408731,0.008219812491254244,20260216T075948Z_072d047d_seed1_prl_b976,W1
20260216T075948Z_072d047d_seed1_prl_b976,prl_sac,1,mid,test,0.15520317008486018,0.000952166687637179,0.2275146566408619,0.6108999707885314,99.57669523853062,2.2578978962359946,-0.05054892438572556,163,0.6108999707885314,99.57669523853062,,,0.00130024769039238,0.009141596802847061,0.1678952220497747,1.7257899244269994,-0.05742301415506945,0.0009945298352734757,0.009148084288791845,0.1679417296140131,1.7257749846629853,-0.05743588764923113,0.0009947977049981143,0.009150627476814851,20260216T075948Z_072d047d_seed1_prl_b976,W1
20260216T075948Z_072d047d_seed1_prl_b976,prl_sac,1,all,test,0.18739271483673292,0.00038165522370006705,0.4137552422829798,0.6470742827159586,317.71347281353565,1.0974016933040462,-0.23153382301946346,491,0.6470742827159586,317.71347281353565,,,0.0007670770286733793,0.011096183284662556,0.20610085210608475,0.6343795185979514,-0.24030886793688644,0.00044336838666800445,0.011094707088627496,0.20617829016850453,0.6344152145612205,-0.24038050913940445,0.0004435398873154003,0.011098374169848223,20260216T075948Z_072d047d_seed1_prl_b976,W1
20260216T080754Z_072d047d_seed2_prl_3999,prl_sac,2,high,test,-0.18309591118850221,-0.0011164384828567207,-0.08855054006576468,1.1021557893525389,180.7535494538164,-0.527282458007001,-0.19034287645815529,164,1.1021557893525389,180.7535494538164,,,-0.00046642883188843543,0.014042432188830016,-0.16731170978193366,-1.147951790810611,-0.22521828216389728,-0.0010167204274348586,0.014059768495883059,-0.1674375802680622,-1.1480607045082796,-0.22536357394016238,-0.0010175067265647054,0.0140693070249032,20260216T080754Z_072d047d_seed2_prl_3999,W1
20260216T080754Z_072d047d_seed2_prl_3999,prl_sac,2,low,test,-0.09290848917953554,-0.0005665151779239972,-0.012240807731059733,0.9828310330550892,161.18428942103463,-0.0809645107255351,-0.10065300984284808,164,0.9828310330550892,161.18428942103463,,,-4.1619282879409285e-05,0.008160188056990505,-0.08872311090706064,-1.0335754270221806,-0.15087399965199766,-0.000532681183723869,0.008181359018628952,-0.08878197578006564,-1.0336506351125512,-0.15095879268443424,-0.0005330347994069539,0.008186194473070323,20260216T080754Z_072d047d_seed2_prl_3999,W1
