eval_window,model_type,total_reward_mean,total_reward_std,avg_reward_mean,avg_reward_std,cumulative_return_mean,cumulative_return_std,cumulative_return_net_exp_mean,cumulative_return_net_exp_std,cumulative_return_net_lin_mean,cumulative_return_net_lin_std,avg_turnover_mean,avg_turnover_std,total_turnover_mean,total_turnover_std,avg_turnover_exec_mean,avg_turnover_exec_std,total_turnover_exec_mean,total_turnover_exec_std,avg_turnover_target_mean,avg_turnover_target_std,total_turnover_target_mean,total_turnover_target_std,sharpe_mean,sharpe_std,sharpe_net_exp_mean,sharpe_net_exp_std,sharpe_net_lin_mean,sharpe_net_lin_std,max_drawdown_mean,max_drawdown_std,max_drawdown_net_exp_mean,max_drawdown_net_exp_std,max_drawdown_net_lin_mean,max_drawdown_net_lin_std,mean_daily_return_gross_mean,mean_daily_return_gross_std,std_daily_return_gross_mean,std_daily_return_gross_std,mean_daily_net_return_exp_mean,mean_daily_net_return_exp_std,std_daily_net_return_exp_mean,std_daily_net_return_exp_std,mean_daily_net_return_lin_mean,mean_daily_net_return_lin_std,std_daily_net_return_lin_mean,std_daily_net_return_lin_std,mean_daily_return_gross_mid_mean,mean_daily_return_gross_mid_std,std_daily_return_gross_mid_mean,std_daily_return_gross_mid_std,mean_daily_net_return_exp_mid_mean,mean_daily_net_return_exp_mid_std,std_daily_net_return_exp_mid_mean,std_daily_net_return_exp_mid_std,mean_daily_net_return_lin_mid_mean,mean_daily_net_return_lin_mid_std,std_daily_net_return_lin_mid_mean,std_daily_net_return_lin_mid_std,steps_mean,steps_std
W1,prl_sac,0.3870398789544197,0.14271879308777857,0.0007882685925751929,0.0002906696396899767,0.5049334191235122,0.20757846007467276,0.4874327905961578,0.20710898141763698,0.4874474568266507,0.20711556912388274,0.04860561145969131,0.028127920458068313,23.86535522670843,13.810808944911543,0.04860561145969131,0.028127920458068313,23.86535522670843,13.810808944911543,0.486056113664375,0.2812792048024468,238.65355180920815,138.10808955800135,1.3303714891692193,0.30986037357964225,1.2913930450267725,0.3280193556135335,1.2913952639327237,0.3280179272468813,-0.1579492509781142,0.051710982912339304,-0.1587929912865869,0.051728101160689294,-0.15879687026402967,0.05172894855805251,0.0008669642379780754,0.00030834479062303877,0.010153601531930172,0.002290170090424193,0.0008426392865692339,0.00031180263112717414,0.010153102452134044,0.0022900496642822127,0.0008426614322482297,0.00031180943170752804,0.0101533714090164,0.002290122274916404,0.0008871391884175073,0.0005554325217635072,0.00832626259962122,0.0017975889233403282,0.0008646377328695835,0.0005526542082453847,0.008325898247449977,0.0017974470725042443,0.0008646606448218308,0.0005526705542344821,0.008326081645695729,0.0017974852031264641,491.0,0.0
