eval_window,model_type,total_reward_mean,total_reward_std,avg_reward_mean,avg_reward_std,cumulative_return_mean,cumulative_return_std,cumulative_return_net_exp_mean,cumulative_return_net_exp_std,cumulative_return_net_lin_mean,cumulative_return_net_lin_std,avg_turnover_mean,avg_turnover_std,total_turnover_mean,total_turnover_std,avg_turnover_exec_mean,avg_turnover_exec_std,total_turnover_exec_mean,total_turnover_exec_std,avg_turnover_target_mean,avg_turnover_target_std,total_turnover_target_mean,total_turnover_target_std,sharpe_mean,sharpe_std,sharpe_net_exp_mean,sharpe_net_exp_std,sharpe_net_lin_mean,sharpe_net_lin_std,max_drawdown_mean,max_drawdown_std,max_drawdown_net_exp_mean,max_drawdown_net_exp_std,max_drawdown_net_lin_mean,max_drawdown_net_lin_std,mean_daily_return_gross_mean,mean_daily_return_gross_std,std_daily_return_gross_mean,std_daily_return_gross_std,mean_daily_net_return_exp_mean,mean_daily_net_return_exp_std,std_daily_net_return_exp_mean,std_daily_net_return_exp_std,mean_daily_net_return_lin_mean,mean_daily_net_return_lin_std,std_daily_net_return_lin_mean,std_daily_net_return_lin_std,mean_daily_return_gross_mid_mean,mean_daily_return_gross_mid_std,std_daily_return_gross_mid_mean,std_daily_return_gross_mid_std,mean_daily_net_return_exp_mid_mean,mean_daily_net_return_exp_mid_std,std_daily_net_return_exp_mid_mean,std_daily_net_return_exp_mid_std,mean_daily_net_return_lin_mid_mean,mean_daily_net_return_lin_mid_std,std_daily_net_return_lin_mid_mean,std_daily_net_return_lin_mid_std,steps_mean,steps_std
W1,prl_sac,0.05717307739887474,0.1862789876239277,0.00011644211282866544,0.00037938694017093216,0.47973770952073747,0.3101654796425486,0.07698586819830718,0.19417865984815796,0.077141014834665,0.19438631969508302,1.2757638473762083,0.3932439386317939,626.4000490617182,193.0827738682108,1.2757638473762083,0.3932439386317939,626.4000490617182,193.0827738682108,1.2757638472321016,0.3932439386577671,626.4000489909619,193.08277388096363,1.1438574273777935,0.5801386300512429,0.26343684618471885,0.5130227375468611,0.2637297463357123,0.5131641648227032,-0.18831013885871814,0.03499783005442311,-0.23999330948091907,0.040636110403808476,-0.24012467981387542,0.040667400846519486,0.0008204786629453047,0.0004211798274773457,0.011445499904862735,0.0009610801575228615,0.00018227990171078225,0.0003768924899808849,0.011439367235313504,0.0009632983539747856,0.0001825967392572008,0.00037724364860252497,0.01144694782322421,0.0009651338336925269,0.0009870078219575327,0.00040404441485276965,0.00979695961115549,0.0011693014350886868,0.0003530193644778525,0.0005518050446080323,0.009790237178248349,0.0011759684103343955,0.00035336770177167375,0.000552033629848324,0.009796512935955603,0.001177657658386396,491.0,0.0
