run_id,model_type,seed,regime,period,total_reward,avg_reward,cumulative_return,avg_turnover,total_turnover,sharpe,max_drawdown,steps,avg_turnover_exec,total_turnover_exec,avg_turnover_target,total_turnover_target,mean_daily_return_gross,std_daily_return_gross,cumulative_return_net_exp,sharpe_net_exp,max_drawdown_net_exp,mean_daily_net_return_exp,std_daily_net_return_exp,cumulative_return_net_lin,sharpe_net_lin,max_drawdown_net_lin,mean_daily_net_return_lin,std_daily_net_return_lin,eval_id,eval_window
20260216T060628Z_eabe8d4b_seed0_prl_e620,prl_sac,0,high,test,0.16584482498728903,0.0010112489328493234,0.18568925989967333,0.054627377820621596,8.958889962581942,0.9985255110431475,-0.257799886203664,164,0.054627377820621596,8.958889962581942,,,0.0012287343906347225,0.019534356943424102,0.18038990803374855,0.9763441764106547,-0.25875138283661925,0.0012013797260697907,0.019533390348192056,0.180395717395478,0.9763490909341646,-0.25875670717305566,0.0012014207017244114,0.019533958250646886,20260216T060628Z_eabe8d4b_seed0_prl_e620,W1
20260216T060628Z_eabe8d4b_seed0_prl_e620,prl_sac,0,low,test,0.16216338716913015,0.000988801141275184,0.17996554439926005,0.04051037051870714,6.643700765067971,1.6893356918870646,-0.056492083405896176,164,0.04051037051870714,6.643700765067971,,,0.0010590635148526777,0.009951907236834014,0.176052378478458,1.6571659106112344,-0.0569440161786221,0.0010387778953417047,0.00995077666360463,0.17605784557871829,1.6571799469825756,-0.05694590778268749,0.0010388083295933242,0.009950983916879076,20260216T060628Z_eabe8d4b_seed0_prl_e620,W1
20260216T060628Z_eabe8d4b_seed0_prl_e620,prl_sac,0,mid,test,0.24778234970290214,0.0015201371147417308,0.28548818913092155,0.04118043762242609,6.712411332455453,2.1693844420716744,-0.09968437940545605,163,0.04118043762242609,6.712411332455453,,,0.0016113231941219535,0.011790885112071136,0.2811810582382477,2.141743011896455,-0.10042818059784464,0.0015906940167275847,0.01179015621449286,0.281188640325412,2.141755399378839,-0.10043021613526415,0.0015907329753107405,0.011790376780287859,20260216T060628Z_eabe8d4b_seed0_prl_e620,W1
20260216T060628Z_eabe8d4b_seed0_prl_e620,prl_sac,0,all,test,0.5757905618593213,0.0011726895353550333,0.7984911398386569,0.04544806936885003,22.315002060105364,1.434228161090779,-0.24979153340083482,491,0.04544806936885003,22.315002060105364,,,0.0012990723770709002,0.014378559303378162,0.7785360048302552,1.4091864251366129,-0.2507491344431362,0.0012763115573077017,0.014377670331644212,0.7785635514609377,1.409191196145447,-0.25075374603958933,0.0012763483423864751,0.014378036037186228,20260216T060628Z_eabe8d4b_seed0_prl_e620,W1
20260216T061540Z_eabe8d4b_seed1_prl_9de9,prl_sac,1,high,test,0.13896862872934435,0.0008473696873740509,0.1516102356951914,0.026738290589098653,4.385079656612179,1.344013252203661,-0.11570229464758852,164,0.026738290589098653,4.385079656612179,,,0.0009205469967743288,0.010872832182058827,0.14908805039300432,1.3244562174000183,-0.11596583055807097,0.000907169798860803,0.010873046552218045,0.14908921938361863,1.3244474272936118,-0.11596760435696751,0.0009071778514797798,0.010873215231317606,20260216T061540Z_eabe8d4b_seed1_prl_9de9,W1
20260216T061540Z_eabe8d4b_seed1_prl_9de9,prl_sac,1,low,test,0.13154422031948343,0.0008020989043870941,0.14246137557268646,0.02000994166912403,3.281630433736341,2.2026910535751485,-0.05185918310123694,164,0.02000994166912403,3.281630433736341,,,0.0008303071244238899,0.005983915427808759,0.14058834463201952,2.1763918988957522,-0.052049178200223256,0.0008202897384522139,0.00598315768055539,0.14059059513440975,2.176401989386437,-0.05204983349579251,0.000820302153589328,0.005983220495786953,20260216T061540Z_eabe8d4b_seed1_prl_9de9,W1
20260216T061540Z_eabe8d4b_seed1_prl_9de9,prl_sac,1,mid,test,0.023866652576543856,0.0001464211814511893,0.02577732774050201,0.019436097710110654,3.1680839267480367,0.42786620900024824,-0.07478482588283142,163,0.019436097710110654,3.1680839267480367,,,0.0001779641039206536,0.006602747560327642,0.024153739663597573,0.4045210526599338,-0.07508636975342686,0.00016824151002062742,0.006602255078478134,0.02415443345040691,0.40452837307102923,-0.0750868674127162,0.00016824605506559823,0.0066023139597146474,20260216T061540Z_eabe8d4b_seed1_prl_9de9,W1
20260216T061540Z_eabe8d4b_seed1_prl_9de9,prl_sac,1,all,test,0.29437950162537163,0.0005995509198072742,0.3495846763004997,0.022066790258852456,10.834794017096556,1.2578922542698527,-0.11070214277697765,491,0.022066790258852456,10.834794017096556,,,0.0006438864049197035,0.008125799141589325,0.34229320853276946,1.2363618164468657,-0.11102284092598147,0.0006328446644657781,0.008125532081809585,0.3422981318701872,1.236361866308116,-0.11102468286486178,0.0006328530097902774,0.00812563890552667,20260216T061540Z_eabe8d4b_seed1_prl_9de9,W1
20260216T062450Z_eabe8d4b_seed2_prl_86df,prl_sac,2,high,test,0.05981930691496018,0.000364751871432684,0.06974879184056815,0.09273824206594353,15.20907169881474,0.6943259733147968,-0.10579200243855857,164,0.09273824206594353,15.20907169881474,,,0.0004686691843754854,0.010715273430695848,0.061644701779080435,0.6256640458634132,-0.10768002215121864,0.00042227145306755347,0.01071397908796435,0.061648653321142,0.6256742028150913,-0.10768506401759614,0.0004223000633425136,0.01071453105680929,20260216T062450Z_eabe8d4b_seed2_prl_86df,W1
20260216T062450Z_eabe8d4b_seed2_prl_86df,prl_sac,2,low,test,0.05442028074503469,0.00033183098015265053,0.06272743538754222,0.07827285151000961,12.836747647641577,0.9654994839213128,-0.055703080884697886,164,0.07827285151000961,12.836747647641577,,,0.0003917733792922904,0.006441442688459846,0.055928296483135576,0.8691812319111272,-0.05636948778299744,0.00035261512481439517,0.00644007413777854,0.055931807142103995,0.8692025160190512,-0.05637105235944029,0.00035263695353728556,0.006440315104637689,20260216T062450Z_eabe8d4b_seed2_prl_86df,W1
