kappa,selected_c,selected_sharpe,baseline_c0_sharpe,delta_sharpe,selected_turnover,baseline_c0_turnover,effective_penalty
0.0,3000.0,1.187450341049161,1.187450341049161,0.0,1.2903205462349414,1.2903205462349414,0.0
0.0005,3000.0,1.0199257230741965,0.0660634696163001,0.9538622534578964,0.1189384560618414,1.2903205462349414,1.5
0.001,3000.0,0.9679433937985796,-1.0528733568800903,2.02081675067867,0.0633256254656352,1.2903205462349414,3.0
