metric,prl_effect_eta010_mean,prl_effect_eta010_median,prl_effect_eta010_p25,prl_effect_eta010_p75,prl_effect_eta010_iqr,eta_effect_baseline_mean,eta_effect_baseline_median,eta_effect_baseline_p25,eta_effect_baseline_p75,eta_effect_baseline_iqr,eta_effect_prl_mean,eta_effect_prl_median,eta_effect_prl_p25,eta_effect_prl_p75,eta_effect_prl_iqr,total_effect_B_minus_C_mean,total_effect_B_minus_C_median,total_effect_B_minus_C_p25,total_effect_B_minus_C_p75,total_effect_B_minus_C_iqr,synergy_mean,synergy_median,synergy_p25,synergy_p75,synergy_iqr
sharpe_net_exp,-0.3955795156369696,-0.6515503194958405,-0.777010696134147,-0.5653671402605472,0.21164355587359973,1.027956198842054,1.0793234221628518,0.6019822978489141,1.1035329094149664,0.5015506115660523,0.3237453447495592,-0.047968536533468775,-0.08802749928502962,-0.04143652607373094,0.04659097321129868,0.6323766832050841,0.16189370496166633,0.036615157588366865,1.1211512484477095,1.0845360908593427,-0.7042108540924946,-0.6900097971339437,-1.2112774052689348,-0.6302093333734555,0.5810680718954793
cumulative_return_net_exp,-0.2076003555719827,-0.32511920549587003,-0.3854292033481941,-0.09872117201615599,0.2867080313320381,0.4104469223978506,0.4076115411285164,0.3279510186298873,0.4581287135193011,0.13017769488941383,0.09324048959451588,-0.055581403813763586,-0.10314175097606101,0.03669198423378742,0.13983373520984843,0.20284656682586794,0.03747118441052871,0.022182337780322303,0.39723177678899346,0.37504943900867116,-0.3172064328033347,-0.5107532921045774,-0.5137101173330647,-0.09950037219289729,0.4142097451401674
max_drawdown_net_exp,0.020333931233202575,-0.0016300139479105968,-0.01736854422094969,0.04475856651403269,0.06212711073498238,0.08120031819433222,0.09251071529576113,0.029455485748635102,0.12928602701090502,0.09983054126226992,0.07968335938018327,0.0631206344459365,0.013115672890301883,0.09316614056327871,0.08005046767297683,0.10153424942753478,0.09088070134785053,0.0881674127109578,0.09158931700258591,0.003421904291628114,-0.0015169588141489333,0.023636834966241055,0.0006554252675175787,0.0336651486973014,0.033009723429783824
avg_turnover_exec,-0.020864297466880684,-0.012849050454049299,-0.04801390938849381,-0.008915958099971501,0.03909795128852231,-1.2271582359165167,-1.3825566031221077,-1.5785736849419492,-0.9328956167903188,0.6456780681516303,-0.23879326884209245,-0.2414186347442017,-0.28899540564159026,-0.16809838191541662,0.12089702372617364,-1.2480225333833974,-1.3553720357371217,-1.626587594330443,-0.9946227535671935,0.6319648407632495,0.9883649670744242,1.0224128060470659,0.7647972348749023,1.3277623766295117,0.5629651417546094
std_daily_net_return_exp,-0.0004992165239812996,-0.0008489356845548992,-0.0008781701066444998,0.0007116178036177014,0.0015897879102622012,-0.0012862647831794398,-0.002001956417985,-0.0026652905707025,-0.0008614007307279001,0.0018038898399745998,-0.00170976642429694,-0.0026308214381213,-0.0035103903107408,-0.002070588995318201,0.0014398013154225987,-0.0017854813071607393,-0.0019536727670847985,-0.0028801265246294998,-0.0017103364152827993,0.0011697901093467005,-0.00042350164111750014,-0.0015084338927557998,-0.0017694207073933998,-0.0011359347991575994,0.0006334859082358004
avg_turnover_target,-0.208642972820933,-0.1284905020101626,-0.4801390922380541,-0.08915957746923739,0.39097951476881676,-0.7897077335677267,-0.86543638776543,-1.2077251609920254,-0.4264063807372579,0.7813187802547675,0.01087855801749863,0.01236273023806872,0.004395764069057395,0.014993448592293096,0.010597684523235701,-0.9983507063886596,-0.982865507826967,-1.336215663002188,-0.8115309229041643,0.5246847400980237,0.8005862915852255,0.905029867366077,0.4094537483246846,1.212120925061083,0.8026671767363983
