experiment_name,kappa,seed,arm,arm_dir,run_id,model_type,eta_mode,eta_requested,eta,rule_vol_a,n_steps,sharpe_net_lin,cagr,maxdd,avg_turnover_exec,avg_turnover_target,tracking_error_l2_mean,misalignment_gap_mean,collapse_flag_any,collapse_count,trace_path
final_eta,0.0,1,eta_sweep,eta_0.5,20260324T071346Z_95b3729b_seed1_prl_8aee,prl,fixed,0.5,0.5,,472,1.1891037193531309,0.1695049203316763,-0.15524414910469697,0.012310796669557509,0.024621593438373026,0.0029362817938398135,-1.9211779804630946e-06,False,0,outputs/paper_rebuild_20260324T065755Z/final_eta/kappa_0/eta_0.5/seed_1/trace.parquet
