kappa,eta,n_runs,median_sharpe,iqr_sharpe,median_turnover_exec,collapse_rate,arm
0.0,1.0,5,1.1662222416893755,0.009298845412270884,0.0173480787350737,0.0,baseline
0.0,0.5,5,1.1674864737497144,0.008814003972156925,0.0087961737508602,0.0,main
0.0005,1.0,5,1.1512794021104715,0.008881810686474534,0.0173480787350737,0.0,baseline
0.0005,0.5,5,1.159993049445463,0.008812528562204491,0.0087961737508602,0.0,main
0.001,1.0,5,1.1361710454056506,0.008630631383443221,0.0173480787350737,0.0,baseline
0.001,0.5,5,1.1521969978041458,0.009113719769734407,0.0087961737508602,0.0,main
