eval_window,model_type,total_reward_mean,total_reward_std,avg_reward_mean,avg_reward_std,cumulative_return_mean,cumulative_return_std,cumulative_return_net_exp_mean,cumulative_return_net_exp_std,cumulative_return_net_lin_mean,cumulative_return_net_lin_std,avg_turnover_mean,avg_turnover_std,total_turnover_mean,total_turnover_std,sharpe_mean,sharpe_std,sharpe_net_exp_mean,sharpe_net_exp_std,sharpe_net_lin_mean,sharpe_net_lin_std,max_drawdown_mean,max_drawdown_std,max_drawdown_net_exp_mean,max_drawdown_net_exp_std,max_drawdown_net_lin_mean,max_drawdown_net_lin_std,steps_mean,steps_std
W1,baseline_sac,0.019802466777036898,0.0,0.000792098671081476,0.0,0.020319421287590567,0.0,0.01999983627048696,0.0,0.019999745626678056,0.0,0.02506157494875808,0.0,0.626539373718952,0.0,1.726303085270128,0.0,1.6999999206999075,0.0,1.699983118122967,0.0,-0.022251561668867104,0.0,-0.02230304217989698,0.0,-0.022303117014151885,0.0,25.0,0.0
