run_id,eval_id,eval_window,model_type,seed,period,total_reward,avg_reward,cumulative_return,cumulative_return_net_exp,cumulative_return_net_lin,avg_turnover,total_turnover,sharpe,sharpe_net_exp,sharpe_net_lin,max_drawdown,max_drawdown_net_exp,max_drawdown_net_lin,steps
20260125T013911Z_e020c1ca_seed0_baseline_927f,20260125T013911Z_e020c1ca_seed0_baseline_927f,W1,baseline_sac,0,test,0.019802466777036898,0.000792098671081476,0.020319421287590567,0.01999983627048696,0.019999745626678056,0.02506157494875808,0.626539373718952,1.726303085270128,1.6999999206999075,1.699983118122967,-0.022251561668867104,-0.02230304217989698,-0.022303117014151885,25
