experiment_name,kappa,seed,arm,arm_dir,run_id,model_type,eta_mode,eta_requested,eta,rule_vol_a,n_steps,sharpe_net_lin,cagr,maxdd,avg_turnover_exec,avg_turnover_target,tracking_error_l2_mean,misalignment_gap_mean,collapse_flag_any,collapse_count,trace_path
final_eta,0.0005,7,eta_sweep,eta_0.5,20260324T084209Z_95b3729b_seed7_prl_4500,prl,fixed,0.5,0.5,,472,1.1396770007310575,0.16191255451889863,-0.15566651157337807,0.010602907174208101,0.021205814334295563,0.002512687089646986,7.932841585454352e-06,False,0,outputs/paper_rebuild_20260324T065755Z/final_eta/kappa_0.0005/eta_0.5/seed_7/trace.parquet
