experiment_name,kappa,seed,arm,arm_dir,run_id,model_type,eta_mode,eta_requested,eta,rule_vol_a,n_steps,sharpe_net_lin,cagr,maxdd,avg_turnover_exec,avg_turnover_target,tracking_error_l2_mean,misalignment_gap_mean,collapse_flag_any,collapse_count,trace_path
final_eta,0.001,3,eta_sweep,eta_1,20260324T074332Z_95b3729b_seed3_prl_8165,prl,fixed,1.0,1.0,,472,1.1042778933015094,0.1574766771785603,-0.15749921545572831,0.018878132719431555,0.01887813272838623,8.634959811400171e-10,1.1006663957265506e-12,False,0,outputs/paper_rebuild_20260324T065755Z/final_eta/kappa_0.001/eta_1/seed_3/trace.parquet
