experiment_name,kappa,seed,arm,arm_dir,run_id,model_type,eta_mode,eta_requested,eta,rule_vol_a,n_steps,sharpe_net_lin,cagr,maxdd,avg_turnover_exec,avg_turnover_target,tracking_error_l2_mean,misalignment_gap_mean,collapse_flag_any,collapse_count,trace_path
final_eta,0.0,6,eta_sweep,eta_1,20260324T082732Z_95b3729b_seed6_prl_f464,prl,fixed,1.0,1.0,,222,1.1802654395621328,0.13021643134771588,-0.06743826659835661,0.023149346452185946,0.023149346479692974,7.732695634848795e-10,2.172916078692946e-12,False,0,outputs/paper_rebuild_20260324T065755Z/final_eta/kappa_0/eta_1/seed_6/trace.parquet
