ticker,kept,drop_reason,missing_fraction_raw,valid_obs_count,first_valid_date,return_std,max_abs_return,flat_fraction,market_closed_days_removed,market_closed_fraction_removed,total_days_before_drop,total_days_after_drop
ABT,True,,0.0,4086,2010-01-04,0.013604163741474778,0.10936020496014032,0.009055310817425355,154,0.03632075471698113,4240,4086
ACN,True,,0.0,4086,2010-01-04,0.01573179767316019,0.12857287744298396,0.004405286343612335,154,0.03632075471698113,4240,4086
ADBE,True,,0.0,4086,2010-01-04,0.020216576478032253,0.1903460477175336,0.003915810083210965,154,0.03632075471698113,4240,4086
ADP,True,,0.0,4086,2010-01-04,0.01370264875353064,0.1525258527667469,0.005873715124816446,154,0.03632075471698113,4240,4086
AEP,True,,0.0,4086,2010-01-04,0.012216114433605577,0.11682636862078999,0.006363191385217817,154,0.03632075471698113,4240,4086
APD,True,,0.0,4086,2010-01-04,0.015407109670123558,0.15551776737505818,0.002936857562408223,154,0.03632075471698113,4240,4086
BDX,True,,0.0,4086,2010-01-04,0.013324432294284143,0.18132220106308972,0.0024473813020068525,154,0.03632075471698113,4240,4086
BLK,True,,0.0,4086,2010-01-04,0.017372245272573573,0.1365459847899354,0.0012236906510034262,154,0.03632075471698113,4240,4086
BMY,True,,0.0,4086,2010-01-04,0.014904826542602414,0.1598510749201928,0.008565834557023984,154,0.03632075471698113,4240,4086
C,True,,0.0,4086,2010-01-04,0.021320315815726295,0.19298569363468343,0.009055310817425355,154,0.03632075471698113,4240,4086
CMCSA,True,,0.0,4086,2010-01-04,0.0155111583825981,0.12564382551814002,0.00978952520802741,154,0.03632075471698113,4240,4086
COP,True,,0.0,4086,2010-01-04,0.0212211346898155,0.2521381808739085,0.005628976994615761,154,0.03632075471698113,4240,4086
COST,True,,0.0,4086,2010-01-04,0.012780066109023235,0.12451322221874772,0.004405286343612335,154,0.03632075471698113,4240,4086
DE,True,,0.0,4086,2010-01-04,0.017788640712382453,0.1407218339240306,0.003915810083210965,154,0.03632075471698113,4240,4086
DHR,True,,0.0,4086,2010-01-04,0.017694765906057685,0.6121840642200562,0.0041605482134116495,154,0.03632075471698113,4240,4086
EMR,True,,0.0,4086,2010-01-04,0.017044113446930093,0.1895719921921808,0.0053842388644150755,154,0.03632075471698113,4240,4086
FDX,True,,0.0,4086,2010-01-04,0.018870113010725564,0.21403815023907136,0.002936857562408223,154,0.03632075471698113,4240,4086
GILD,True,,0.0,4086,2010-01-04,0.0173246147208929,0.1433842181402405,0.004894762604013705,154,0.03632075471698113,4240,4086
LLY,True,,0.0,4086,2010-01-04,0.016652771381645358,0.15679797210448188,0.004405286343612335,154,0.03632075471698113,4240,4086
LOW,True,,0.0,4086,2010-01-04,0.017210061040521852,0.24769423898748288,0.005628976994615761,154,0.03632075471698113,4240,4086
LMT,True,,0.0,4086,2010-01-04,0.013510834101657012,0.12761583761430884,0.0024473813020068525,154,0.03632075471698113,4240,4086
MA,True,,0.0,4086,2010-01-04,0.017034551937958147,0.1661092863031326,0.0017131669114047968,154,0.03632075471698113,4240,4086
MDT,True,,0.0,4086,2010-01-04,0.01403303479134799,0.12823702797712166,0.006852667645619187,154,0.03632075471698113,4240,4086
MET,True,,0.0,4086,2010-01-04,0.019305001309407942,0.17339571091599115,0.007097405775819873,154,0.03632075471698113,4240,4086
MS,True,,0.0,4086,2010-01-04,0.021249040894623462,0.19770023073427612,0.005873715124816446,154,0.03632075471698113,4240,4086
NEE,True,,0.0,4086,2010-01-04,0.014062764748086142,0.13690404866943195,0.0041605482134116495,154,0.03632075471698113,4240,4086
ORCL,True,,0.0,4086,2010-01-04,0.019312711853843187,0.35948823633482424,0.0075868820362212435,154,0.03632075471698113,4240,4086
PEP,True,,0.0,4086,2010-01-04,0.011137191968730954,0.12936624901304428,0.0053842388644150755,154,0.03632075471698113,4240,4086
PFE,True,,0.0,4086,2010-01-04,0.013909701268234246,0.10855206268397044,0.013950073421439061,154,0.03632075471698113,4240,4086
RTX,True,,0.0,4086,2010-01-04,0.01573744954951295,0.1575720551162454,0.006852667645619187,154,0.03632075471698113,4240,4086
SBUX,True,,0.0,4086,2010-01-04,0.017642091386815655,0.24496924252691699,0.004894762604013705,154,0.03632075471698113,4240,4086
SCHW,True,,0.0,4086,2010-01-04,0.020304136067284477,0.19134698353707602,0.00881057268722467,154,0.03632075471698113,4240,4086
TGT,True,,0.0,4086,2010-01-04,0.018155562972438925,0.2493031416220769,0.0026921194322075378,154,0.03632075471698113,4240,4086
TMO,True,,0.0,4086,2010-01-04,0.015835187885288565,0.10470037597130366,0.002936857562408223,154,0.03632075471698113,4240,4086
TXN,True,,0.0,4086,2010-01-04,0.01774527160065222,0.16087943548056716,0.008076358296622614,154,0.03632075471698113,4240,4086
XOM,True,,0.0,4086,2010-01-04,0.015716225750874033,0.12686795462651235,0.004405286343612335,154,0.03632075471698113,4240,4086
