schema_version,run_id,model_type,seed,timesteps,actor_loss,critic_loss,entropy_loss,ent_coef,ent_coef_loss,alpha_obs_mean,alpha_next_mean,prl_prob_mean,vz_mean,alpha_raw_mean,alpha_clamped_mean,emergency_rate,beta_effective_mean
1.1,20260121T114504Z_f5b9282c_seed1_prl_15d7,prl,1,165,-9.10683536529541,7.090677261352539,-5.829947471618652,,,0.31898733973503113,0.31909939646720886,0.5949366092681885,0.2637246251106262,0.31898733973503113,0.31898733973503113,0.0,1.0
1.1,20260121T114504Z_f5b9282c_seed1_prl_15d7,prl,1,166,-9.1362886428833,5.973075866699219,-5.745044231414795,,,0.314988374710083,0.315413236618042,0.5749418139457703,0.20119908452033997,0.314988374710083,0.314988374710083,0.0,1.0
1.1,20260121T114504Z_f5b9282c_seed1_prl_15d7,prl,1,167,-9.340145111083984,5.182971954345703,-5.720919609069824,,,0.3147730231285095,0.31481802463531494,0.5738651752471924,0.2011752426624298,0.3147730231285095,0.3147730231285095,0.0,1.0
1.1,20260121T114504Z_f5b9282c_seed1_prl_15d7,prl,1,168,-9.39119815826416,4.6522016525268555,-5.7055816650390625,,,0.3132129907608032,0.31345343589782715,0.5660648941993713,0.18970222771167755,0.3132129907608032,0.3132129907608032,0.0,1.0
1.1,20260121T114504Z_f5b9282c_seed1_prl_15d7,prl,1,169,-9.68887710571289,4.261178016662598,-5.709868431091309,,,0.31677818298339844,0.31716957688331604,0.5838908553123474,0.234261155128479,0.31677818298339844,0.31677818298339844,0.0,1.0
1.1,20260121T114504Z_f5b9282c_seed1_prl_15d7,prl,1,170,-9.7420654296875,3.8811802864074707,-5.643544673919678,,,0.3133375644683838,0.3136807680130005,0.566687822341919,0.19219304621219635,0.3133375644683838,0.3133375644683838,0.0,1.0
1.1,20260121T114504Z_f5b9282c_seed1_prl_15d7,prl,1,171,-9.970436096191406,3.3626961708068848,-5.702966690063477,,,0.3179091513156891,0.31794124841690063,0.589545726776123,0.2436399757862091,0.3179091513156891,0.3179091513156891,0.0,1.0
1.1,20260121T114504Z_f5b9282c_seed1_prl_15d7,prl,1,172,-10.049226760864258,2.6117029190063477,-5.6428422927856445,,,0.31298327445983887,0.31321462988853455,0.5649162530899048,0.17780429124832153,0.31298327445983887,0.31298327445983887,0.0,1.0
1.1,20260121T114504Z_f5b9282c_seed1_prl_15d7,prl,1,173,-10.23418140411377,2.174424648284912,-5.629378318786621,,,0.3147928714752197,0.31524786353111267,0.5739641785621643,0.20625285804271698,0.3147928714752197,0.3147928714752197,0.0,1.0
1.1,20260121T114504Z_f5b9282c_seed1_prl_15d7,prl,1,174,-10.497794151306152,2.0899250507354736,-5.6184492111206055,,,0.31832653284072876,0.31873685121536255,0.5916326642036438,0.24906672537326813,0.31832653284072876,0.31832653284072876,0.0,1.0
1.1,20260121T114504Z_f5b9282c_seed1_prl_15d7,prl,1,175,-10.533544540405273,1.7184884548187256,-5.591846466064453,,,0.3136923909187317,0.3138953149318695,0.5684620141983032,0.19218841195106506,0.3136923909187317,0.3136923909187317,0.0,1.0
1.1,20260121T114504Z_f5b9282c_seed1_prl_15d7,prl,1,176,-10.664957046508789,1.5125277042388916,-5.519171714782715,,,0.3157494068145752,0.3159611225128174,0.5787470936775208,0.21380572021007538,0.3157494068145752,0.3157494068145752,0.0,1.0
1.1,20260121T114504Z_f5b9282c_seed1_prl_15d7,prl,1,177,-10.812585830688477,1.1679027080535889,-5.390175819396973,,,0.311058908700943,0.3118073344230652,0.5552944540977478,0.1576540768146515,0.311058908700943,0.311058908700943,0.0,1.0
1.1,20260121T114504Z_f5b9282c_seed1_prl_15d7,prl,1,178,-11.010421752929688,1.097317099571228,-5.33664608001709,,,0.3129628300666809,0.3131520748138428,0.5648139715194702,0.18759313225746155,0.3129628300666809,0.3129628300666809,0.0,1.0
