schema_version,run_id,model_type,seed,timesteps,actor_loss,critic_loss,entropy_loss,ent_coef,ent_coef_loss,alpha_obs_mean,alpha_next_mean,prl_prob_mean,vz_mean,alpha_raw_mean,alpha_clamped_mean,emergency_rate,beta_effective_mean
1.1,20260121T114957Z_f5b9282c_seed4_prl_7a35,prl,4,721,-19.76868438720703,0.12819316983222961,-5.323333740234375,,,0.3030094504356384,0.3029051721096039,0.5150472521781921,0.10012289136648178,0.3030094504356384,0.3030094504356384,0.0,1.0
1.1,20260121T114957Z_f5b9282c_seed4_prl_7a35,prl,4,722,-19.73784637451172,0.11874276399612427,-5.345735549926758,,,0.3041599988937378,0.3041337728500366,0.5207999348640442,0.12055213749408722,0.3041599988937378,0.3041599988937378,0.0,1.0
1.1,20260121T114957Z_f5b9282c_seed4_prl_7a35,prl,4,723,-19.769845962524414,0.15560707449913025,-5.296578407287598,,,0.30129969120025635,0.3016747832298279,0.5064983367919922,0.08147868514060974,0.30129969120025635,0.30129969120025635,0.0,1.0
1.1,20260121T114957Z_f5b9282c_seed4_prl_7a35,prl,4,724,-19.676849365234375,0.11771851778030396,-5.271315574645996,,,0.29871806502342224,0.2988443970680237,0.4935903251171112,0.04862544685602188,0.29871806502342224,0.29871806502342224,0.0,1.0
1.1,20260121T114957Z_f5b9282c_seed4_prl_7a35,prl,4,725,-19.918533325195312,0.13697822391986847,-5.3588361740112305,,,0.30414602160453796,0.30387645959854126,0.5207302570343018,0.12123509496450424,0.30414602160453796,0.30414602160453796,0.0,1.0
1.1,20260121T114957Z_f5b9282c_seed4_prl_7a35,prl,4,726,-19.605331420898438,0.10621994733810425,-5.287883281707764,,,0.29641133546829224,0.2965019941329956,0.4820566177368164,0.018898092210292816,0.29641133546829224,0.29641133546829224,0.0,1.0
1.1,20260121T114957Z_f5b9282c_seed4_prl_7a35,prl,4,727,-19.82088279724121,0.12454673647880554,-5.284335136413574,,,0.30292779207229614,0.30269044637680054,0.5146390199661255,0.10096588730812073,0.30292779207229614,0.30292779207229614,0.0,1.0
1.1,20260121T114957Z_f5b9282c_seed4_prl_7a35,prl,4,728,-19.66741943359375,0.1163882166147232,-5.228415012359619,,,0.2970183789730072,0.2975073456764221,0.4850918650627136,0.027737930417060852,0.2970183789730072,0.2970183789730072,0.0,1.0
1.1,20260121T114957Z_f5b9282c_seed4_prl_7a35,prl,4,729,-19.746234893798828,0.15620586276054382,-5.242176532745361,,,0.2986115515232086,0.2982558608055115,0.4930577278137207,0.058490343391895294,0.2986115515232086,0.2986115515232086,0.0,1.0
1.1,20260121T114957Z_f5b9282c_seed4_prl_7a35,prl,4,730,-19.996410369873047,0.11079896986484528,-5.384134292602539,,,0.3032178282737732,0.3028978109359741,0.5160890817642212,0.12853698432445526,0.3032178282737732,0.3032178282737732,0.0,1.0
