run_id,eval_id,eval_window,model_type,seed,period,total_reward,avg_reward,cumulative_return,cumulative_return_net_exp,cumulative_return_net_lin,avg_turnover,total_turnover,sharpe,sharpe_net_exp,sharpe_net_lin,max_drawdown,max_drawdown_net_exp,max_drawdown_net_lin,steps
runid_baseline_seed0,runid_baseline_seed0,test,baseline_sac,0,test,0.002937789029623804,0.0009792630098746013,0.00495000000000001,0.0029421085607364006,0.0029510449999998745,0.08333333333333333,0.25,4.242640687119286,2.6900574268794166,2.6961511028187513,-0.0050000000000000044,-0.005994502665791823,-0.005994999999999973,3
runid_prl_seed0,runid_prl_seed0,test,prl_sac,0,test,0.002937789029623804,0.0009792630098746013,0.00495000000000001,0.0029421085607364006,0.0029510449999998745,0.08333333333333333,0.25,4.242640687119286,2.6900574268794166,2.6961511028187513,-0.0050000000000000044,-0.005994502665791823,-0.005994999999999973,3
