kappa,eta,n_runs,median_sharpe,iqr_sharpe,median_turnover_exec,collapse_rate,arm
0.0,0.5,10,1.1553568386914794,0.013782623331422661,0.0109492401965068,0.0,eta_sweep
0.0,1.0,10,1.154216758044031,0.01478740729285355,0.02199536013714075,0.0,eta_sweep
0.0005,0.5,10,1.1446627546456314,0.015564023894869772,0.0109492401965068,0.0,eta_sweep
0.0005,1.0,10,1.1339723986464616,0.01653207184192551,0.02199536013714075,0.0,eta_sweep
0.001,0.5,10,1.1339688930137783,0.0173447653334049,0.0109492401965068,0.0,eta_sweep
0.001,1.0,10,1.1127180153357252,0.015910144172050167,0.02199536013714075,0.0,eta_sweep
