experiment_name,kappa,seed,arm,arm_dir,run_id,model_type,eta_mode,eta_requested,eta,rule_vol_a,n_steps,sharpe_net_lin,cagr,maxdd,avg_turnover_exec,avg_turnover_target,tracking_error_l2_mean,misalignment_gap_mean,collapse_flag_any,collapse_count,trace_path
final_eta,0.0005,5,eta_sweep,eta_0.2,20260324T081254Z_95b3729b_seed5_prl_9627,prl,fixed,0.2,0.19999999999999998,,222,1.2034708990567737,0.13403132598824574,-0.06454217703439302,0.0042792335564858135,0.02139616781963153,0.0041173080651236895,9.66708946093328e-06,False,0,outputs/paper_rebuild_20260324T065755Z/final_eta/kappa_0.0005/eta_0.2/seed_5/trace.parquet
