experiment_name,kappa,seed,arm,arm_dir,run_id,model_type,eta_mode,eta_requested,eta,rule_vol_a,n_steps,sharpe_net_lin,cagr,maxdd,avg_turnover_exec,avg_turnover_target,tracking_error_l2_mean,misalignment_gap_mean,collapse_flag_any,collapse_count,trace_path
final_eta,0.001,5,eta_sweep,eta_1,20260324T081254Z_95b3729b_seed5_prl_9627,prl,fixed,1.0,1.0,,472,1.1174619610647096,0.1600654215195101,-0.15865641734728142,0.020148419532936168,0.02014841951461414,8.260155888834484e-10,1.0747368452611048e-12,False,0,outputs/paper_rebuild_20260324T065755Z/final_eta/kappa_0.001/eta_1/seed_5/trace.parquet
