experiment_name,kappa,seed,arm,arm_dir,run_id,model_type,eta_mode,eta_requested,eta,rule_vol_a,n_steps,sharpe_net_lin,cagr,maxdd,avg_turnover_exec,avg_turnover_target,tracking_error_l2_mean,misalignment_gap_mean,collapse_flag_any,collapse_count,trace_path
final_eta,0.0,9,eta_sweep,eta_1,20260324T091156Z_95b3729b_seed9_prl_4104,prl,fixed,1.0,1.0,,472,1.1551470264195716,0.16517549162887413,-0.15745381766535993,0.02520310666081764,0.025203106648651726,8.987617382820928e-10,-9.357862437775876e-13,False,0,outputs/paper_rebuild_20260324T065755Z/final_eta/kappa_0/eta_1/seed_9/trace.parquet
