package_id,record_type,upstream_step_id,step_id,domain,question_id,scenario_id,evidence_role,inclusion_status,seed,friction,forecaster_id,interface_id,forecast_metric,target_metric,executed_metric,target_executed_gap,flip_count,flip_rate,kendall_tau_b,spearman_rho,source_file,is_locked_source
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,34,0.0,noisy_overreactive,responsive,-0.1636315822080524,-0.1051532512013266,-0.1051532512013266,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,34,0.0,noisy_overreactive,tempered,-0.1636315822080524,-0.1051532512013266,-0.1051532512013266,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,35,0.0,noisy_overreactive,responsive,-0.1859013100750309,-0.1247094252823378,-0.1247094252823378,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,35,0.0,noisy_overreactive,tempered,-0.1859013100750309,-0.1247094252823378,-0.1247094252823378,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,36,0.0,noisy_overreactive,responsive,-0.1308952933231836,-0.1019808537228796,-0.1019808537228796,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,36,0.0,noisy_overreactive,tempered,-0.1308952933231836,-0.1019808537228796,-0.1019808537228796,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,37,0.0,noisy_overreactive,responsive,-0.1031650230127388,-0.0980629291928617,-0.0980629291928617,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,37,0.0,noisy_overreactive,tempered,-0.1031650230127388,-0.0980629291928617,-0.0980629291928617,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,38,0.0,noisy_overreactive,responsive,-0.1693131169067447,-0.1051589440963826,-0.1051589440963826,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,38,0.0,noisy_overreactive,tempered,-0.1693131169067447,-0.1051589440963826,-0.1051589440963826,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,39,0.0,noisy_overreactive,responsive,-0.118306107727576,-0.099416301428005,-0.099416301428005,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
step2_synthetic_lock,raw_q1_interface_row,none,step2,synthetic,Q1,step2_synthetic_q1_same_forecast_diff_interface,required,pass,39,0.0,noisy_overreactive,tempered,-0.118306107727576,-0.099416301428005,-0.099416301428005,0.0,,,,,/workspace/execution-aware-portfolio-rl/outputs/forecast_eval/synthetic_step2_candidate_lock/q1_same_forecast_diff_interface.csv,True
